,crop_path,painting_name,no_of_descriptors,no_of_matches,dist_median,dist_mean,dist_std,no_of_outliers,no_of_inliers,homography_norm,homography_det,directory,origin_painting,class,inliers_ratio,matches_ratio,inliers_to_descriptors_ratio,classification,set
15125,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_2101.jpg,TheDutchProverbs,266,5.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.018796992481203006,0.0,0,train
44704,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_741.jpg,TheWeddingDance,19,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
53520,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_17.jpg,TheWeddingDance,17,0.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.0,0.0,0,train
23733,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_628.jpg,TheDutchProverbs,486,10.0,185.5975875854492,182.98248519897464,46.22780295621937,6.0,4.0,5459.209100922146,-51.19639047584172,reproductions,MassacreOfTheInnocents,false,0.4,0.0205761316872428,0.00823045267489712,0,train
33295,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_011.jpg,TheTriumphOfTheDeath,21,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
24643,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_736.jpg,TheAdorationOfTheKings,71,3.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.04225352112676056,0.0,0,train
69335,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_180.jpg,TheDutchProverbs,1635,42.0,205.58521270751956,189.97459157307944,58.29696101988693,38.0,4.0,6795.455699666234,18.587882738398164,reproductions,TheTriumphOfTheDeath,false,0.09523809523809523,0.025688073394495414,0.0024464831804281344,0,train
69578,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_38.jpg,TheLandOfCockaigne,18,0.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.0,0.0,0,train
34323,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_065.jpg,MadMeg,40,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.05,0.0,0,train
569,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames30.jpg,ThePeasantDance,96,2.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.020833333333333332,0.0,0,train
51752,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_344.jpg,TheFallofTheRebelAngels,689,21.0,206.6083221435547,193.48501950218565,46.71009599805229,16.0,5.0,2499.6516078540208,-0.0135989456665654,reproductions,ThePeasantDance,false,0.23809523809523808,0.030478955007256895,0.00725689404934688,0,train
2894,.\objects\paintings\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings8.jpg,TheWeddingDance,156,2.0,,,,,0.0,,,paintings,TheAdorationOfTheKings,false,0.0,0.01282051282051282,0.0,0,train
54247,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_316.jpg,TheDutchProverbs,254,11.0,203.13296508789065,191.95307090065697,32.44743588487315,7.0,4.0,4837.929038273533,2.140943543821783,reproductions,ThePeasantWedding,false,0.36363636363636365,0.04330708661417323,0.015748031496062992,0,train
14014,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_139.jpg,TheWeddingDance,1212,37.0,202.27703857421875,210.16214030497784,38.79584466924866,32.0,5.0,1928.6136282486705,0.2582261264725138,reproductions,ChildrensGames,false,0.13513513513513514,0.03052805280528053,0.004125412541254125,0,train
2786,.\objects\paintings\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings21.jpg,MassacreOfTheInnocents,428,14.0,242.76708984375,241.92093876429968,30.791472371723668,9.0,5.0,509.9898581770436,-0.0169000935002568,paintings,TheAdorationOfTheKings,false,0.35714285714285715,0.03271028037383177,0.011682242990654205,0,train
8956,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary64.jpg,TheSermonOfSaintJohnTheBaptist,78,0.0,,,,,0.0,,,paintings,TheProcessionToCalvary,false,0.0,0.0,0.0,0,train
63259,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_460.jpg,ThePeasantDance,140,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.014285714285714285,0.0,0,train
61102,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_29.jpg,TheSermonOfSaintJohnTheBaptist,172,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.011627906976744186,0.0,0,train
37249,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_113.jpg,TheWineOfSaintMartinsDay,261,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.03065134099616858,0.0,0,train
49581,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_032.jpg,TheProcessionToCalvary,262,10.0,194.13958740234372,204.555485534668,35.92565463335328,6.0,4.0,2298.6008546375365,2.3908325137121227,reproductions,ThePeasantDance,false,0.4,0.03816793893129771,0.015267175572519083,0,train
19,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames10.jpg,TheAdorationOfTheKings,253,16.0,204.86003875732425,203.4592409133911,32.64524267019371,11.0,5.0,1116.7789916590452,0.453345118503651,paintings,ChildrensGames,false,0.3125,0.06324110671936758,0.019762845849802372,0,train
61621,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_33.jpg,TheAdorationOfTheKings,122,5.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.040983606557377046,0.0,0,train
27258,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_224.jpg,ThePeasantWedding,1119,41.0,217.8761138916016,218.86454791557497,41.31015078200563,36.0,5.0,7514.666564902313,3478.71326064356,reproductions,TheAdorationOfTheKings,false,0.12195121951219512,0.03663985701519214,0.004468275245755138,0,train
45933,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_8110.jpg,TheProcessionToCalvary,1370,20.0,234.65821075439453,227.2896507263184,38.323150157942656,16.0,4.0,880.8324166303488,-0.6583279230037854,reproductions,TheFightBetweenCarnivalAndLent,false,0.2,0.014598540145985401,0.00291970802919708,0,train
41787,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_510.jpg,ThePeasantDance,40,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.025,0.0,0,train
35130,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_10109.jpg,TheLandOfCockaigne,94,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.010638297872340425,0.0,0,train
68621,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_14.jpg,TheProcessionToCalvary,434,10.0,195.0775604248047,190.71926651000976,44.5338247803524,6.0,4.0,2018.5031094655496,-9.134853083138976,reproductions,TheTriumphOfTheDeath,false,0.4,0.02304147465437788,0.009216589861751152,0,train
39184,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_233.jpg,TheWeddingDance,24,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.08333333333333333,0.0,0,train
22313,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_439.jpg,ThePeasantDance,86,6.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.06976744186046512,0.0,0,train
33990,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_046.jpg,TheCornHarvest,41,4.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0975609756097561,0.0,0,train
5094,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent32.jpg,TheFallofTheRebelAngels,406,8.0,,,,,0.0,,,paintings,TheFightBetweenCarnivalAndLent,false,0.0,0.019704433497536946,0.0,0,train
68938,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_158.jpg,TheLandOfCockaigne,167,3.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.017964071856287425,0.0,0,train
29261,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_05.jpg,TheSermonOfSaintJohnTheBaptist,309,14.0,213.16295623779297,210.06802804129464,35.026433736206506,10.0,4.0,1705.7773595224378,0.0951121791598769,reproductions,TheDutchProverbs,false,0.2857142857142857,0.045307443365695796,0.012944983818770227,0,train
65602,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_228.jpg,ChildrensGames,584,18.0,200.27898406982425,195.4343367682563,46.20278356545119,14.0,4.0,2244.720564058595,-0.023639935775243,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.2222222222222222,0.030821917808219176,0.00684931506849315,0,train
47595,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_880.jpg,ThePeasantDance,109,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.009174311926605505,0.0,0,train
43711,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_682.jpg,TheTriumphOfTheDeath,201,7.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.03482587064676617,0.0,0,train
14855,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_187.jpg,TheFightBetweenCarnivalAndLent,367,13.0,179.14797973632812,179.28441913311298,38.55890953546433,8.0,5.0,1082.6758401109894,1.9513692985926685,reproductions,ChildrensGames,false,0.38461538461538464,0.035422343324250684,0.013623978201634877,0,train
70717,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_131.jpg,TheProcessionToCalvary,1216,36.0,156.1431884765625,165.91478231218127,55.75996523194403,31.0,5.0,2622.2360966617857,0.0003054762505768,reproductions,TheWeddingDance,false,0.1388888888888889,0.029605263157894735,0.004111842105263158,0,train
36647,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_1084.jpg,TheDutchProverbs,85,4.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.047058823529411764,0.0,0,train
64166,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_026.jpg,TheCornHarvest,168,2.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.011904761904761904,0.0,0,train
46504,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_819.jpg,TheFallofTheRebelAngels,84,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.023809523809523808,0.0,0,train
53341,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_153.jpg,TheProcessionToCalvary,115,0.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.0,0.0,0,train
6235,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent97.jpg,TheProcessionToCalvary,185,7.0,,,,,0.0,,,paintings,TheFightBetweenCarnivalAndLent,false,0.0,0.03783783783783784,0.0,0,train
64153,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_025.jpg,TheFightBetweenCarnivalAndLent,261,15.0,155.3319091796875,155.15340779622397,68.02906196601182,9.0,6.0,2146.997328142089,72.36525675660607,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.4,0.05747126436781609,0.022988505747126436,0,train
45584,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_791.jpg,TheWeddingDance,53,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
202,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames11.jpg,ThePeasantWedding,187,3.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.016042780748663103,0.0,0,train
66944,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_5.jpg,TheWeddingDance,235,5.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.02127659574468085,0.0,0,train
41691,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_460.jpg,ThePeasantDance,175,9.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.05142857142857143,0.0,0,train
39274,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_239.jpg,TheLandOfCockaigne,130,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.007692307692307693,0.0,0,train
62122,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_358.jpg,TheLandOfCockaigne,43,3.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.06976744186046512,0.0,0,train
63923,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_012.jpg,MadMeg,282,10.0,255.7393035888672,232.29827728271485,52.08464397474629,6.0,4.0,1016.4194852882184,-79.73044861737567,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.4,0.03546099290780142,0.014184397163120567,0,train
6435,.\objects\paintings\ThePeasantDance\crops\person\ThePeasantDance15.jpg,TheAdorationOfTheKings,607,20.0,215.6231460571289,201.2099864959717,57.50514476823573,15.0,5.0,1495.355619135751,1.4637744723817454,paintings,ThePeasantDance,false,0.25,0.032948929159802305,0.008237232289950576,0,train
45491,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_787.jpg,MadMeg,94,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
66994,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_513.jpg,ChildrensGames,123,7.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.056910569105691054,0.0,0,train
29326,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_053.jpg,TheTriumphOfTheDeath,251,5.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.0199203187250996,0.0,0,train
35457,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_1016.jpg,TheWineOfSaintMartinsDay,369,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.02168021680216802,0.0,0,train
33028,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_48.jpg,MassacreOfTheInnocents,130,5.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.038461538461538464,0.0,0,train
63753,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_489.jpg,TheFightBetweenCarnivalAndLent,432,10.0,186.07948303222656,194.2040985107422,61.8705777312834,6.0,4.0,1564.9821656574447,0.0957675008510361,reproductions,TheProcessionToCalvary,false,0.4,0.023148148148148147,0.009259259259259259,0,train
22133,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_429.jpg,TheDutchProverbs,158,9.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.056962025316455694,0.0,0,train
7220,.\objects\paintings\ThePeasantWedding\crops\person\ThePeasantWedding18.jpg,TheCornHarvest,203,6.0,,,,,0.0,,,paintings,ThePeasantWedding,false,0.0,0.029556650246305417,0.0,0,train
58163,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_119.jpg,MadMeg,65,4.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.06153846153846154,0.0,0,train
71507,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_324.jpg,MadMeg,304,10.0,245.68865203857425,238.3291763305664,29.48056999809864,6.0,4.0,998.9651181399964,3.6155273147209854,reproductions,TheWeddingDance,false,0.4,0.03289473684210526,0.013157894736842105,0,train
23295,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_553.jpg,TheWineOfSaintMartinsDay,193,5.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.025906735751295335,0.0,0,train
14648,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_175.jpg,TheLandOfCockaigne,414,9.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.021739130434782608,0.0,0,train
17892,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_47.jpg,TheCornHarvest,152,5.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.03289473684210526,0.0,0,train
38606,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_190.jpg,TheSermonOfSaintJohnTheBaptist,547,18.0,211.07342529296875,192.69008763631183,44.35058400351208,14.0,4.0,3978.1770220212,-2.4042091031688573,reproductions,TheFightBetweenCarnivalAndLent,false,0.2222222222222222,0.03290676416819013,0.007312614259597806,0,train
57873,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionTCalvary_rep_028.jpg,TheWineOfSaintMartinsDay,77,1.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.012987012987012988,0.0,0,train
53908,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_23.jpg,MassacreOfTheInnocents,107,8.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.07476635514018691,0.0,0,train
56810,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_743.jpg,TheLandOfCockaigne,131,7.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.05343511450381679,0.0,0,train
49720,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_040.jpg,TheFallofTheRebelAngels,84,2.0,,,,,0.0,,,reproductions,ThePeasantDance,false,0.0,0.023809523809523808,0.0,0,train
76746,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_47.jpg,MassacreOfTheInnocents,28,0.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.0,0.0,0,train
76065,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_416.jpg,TheTriumphOfTheDeath,27,0.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.0,0.0,0,train
47882,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_897.jpg,TheLandOfCockaigne,1324,24.0,237.21515655517575,232.76849428812665,41.32990422170347,18.0,6.0,1022.0311191036608,0.0413292432379128,reproductions,TheFightBetweenCarnivalAndLent,false,0.25,0.01812688821752266,0.004531722054380665,0,train
39383,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_245.jpg,TheDutchProverbs,29,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.034482758620689655,0.0,0,train
263,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames13.jpg,TheFightBetweenCarnivalAndLent,51,1.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.0196078431372549,0.0,0,train
30210,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_150.jpg,ChildrensGames,96,3.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.03125,0.0,0,train
27195,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_220.jpg,TheProcessionToCalvary,127,2.0,,,,,0.0,,,reproductions,TheAdorationOfTheKings,false,0.0,0.015748031496062992,0.0,0,train
56630,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_733.jpg,TheCornHarvest,117,6.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.05128205128205128,0.0,0,train
66445,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_410.jpg,TheProcessionToCalvary,46,0.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.0,0.0,0,train
18995,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_032.jpg,TheAdorationOfTheKings,88,4.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.045454545454545456,0.0,0,train
25713,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_010.jpg,MadMeg,203,8.0,,,,,0.0,,,reproductions,TheAdorationOfTheKings,false,0.0,0.03940886699507389,0.0,0,train
